                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.4778,                 3.4001,                 4.1254,                0.00584,                0.42499,                0.01985,                0.00618,                 3.4295,                 3.5263,                 4.1259,             0.00065608,             0.00065608,             0.00065608
